排名,代码,名称,综合评分,基本面,技术面,资金面,预测方向,目标价低,目标价高,风险等级
1,300770.SZ,新媒股份,74.9,68.7,95.0,56.5,看涨,45.42,48.37,中等风险
2,300343.SZ,ST联创,70.2,63.2,89.4,54.6,看涨,6.15,6.42,中等风险
3,300304.SZ,云意电气,70.1,59.2,89.4,60.6,看涨,13.11,13.82,中等风险
4,300850.SZ,新强联,69.7,71.2,83.8,47.6,偏多震荡,42.27,46.27,中等风险
5,300018.SZ,中元股份,68.9,67.7,80.9,54.0,看涨,12.05,13.17,中等风险
6,300873.SZ,海晨股份,68.9,60.9,89.4,53.0,看涨,24.00,25.34,中等风险
7,300484.SZ,蓝海华腾,68.4,66.8,83.8,49.5,看涨,19.47,20.80,中等风险
8,300824.SZ,北鼎股份,68.2,70.5,79.8,48.1,看涨,11.05,11.49,中等风险
9,300695.SZ,兆丰股份,67.8,72.0,73.2,53.6,看涨,79.57,87.60,中等风险
10,300733.SZ,西菱动力,67.2,59.3,86.3,53.3,看涨,18.00,19.36,中等风险
11,300211.SZ,*ST亿通,67.1,51.6,95.0,53.0,看涨,8.67,9.38,中等风险
12,300485.SZ,赛升药业,67.0,64.7,83.8,47.3,偏多震荡,10.86,11.66,中等风险
13,300740.SZ,水羊股份,66.7,55.5,83.8,60.8,看涨,23.09,24.91,中等风险
14,300241.SZ,瑞丰光电,66.4,54.1,89.4,54.0,看涨,6.05,6.30,中等风险
15,300296.SZ,利亚德,66.2,57.1,89.4,48.2,看涨,7.10,7.46,中等风险
16,300326.SZ,ST凯利,66.2,60.9,81.5,53.4,看涨,6.09,6.33,低风险
17,300292.SZ,吴通控股,66.0,56.4,89.4,48.6,看涨,4.71,5.00,中等风险
18,300585.SZ,奥联电子,65.9,55.2,89.4,50.1,偏多震荡,17.75,18.79,中等风险
19,300149.SZ,睿智医药,65.8,58.8,82.0,54.3,看涨,10.73,11.39,中等风险
20,300605.SZ,恒锋信息,65.8,56.0,87.6,50.9,看涨,16.26,17.18,中等风险
21,300718.SZ,长盛轴承,65.8,60.2,80.0,55.0,偏多震荡,81.19,85.93,中等风险
22,300462.SZ,ST华铭,65.7,56.4,83.8,55.1,看涨,11.83,12.58,中等风险
23,300512.SZ,中亚股份,65.1,54.7,89.4,47.8,偏多震荡,10.17,10.64,中等风险
24,300373.SZ,扬杰科技,65.0,64.5,70.2,58.6,看涨,81.70,90.87,高风险
25,300693.SZ,盛弘股份,64.7,57.4,86.3,46.0,偏多震荡,38.09,41.55,中等风险
26,300548.SZ,长芯博创,64.6,73.0,70.2,43.2,偏多震荡,145.52,174.88,高风险
27,300684.SZ,中石科技,64.6,69.8,70.2,48.3,看涨,54.61,59.25,高风险
28,300532.SZ,今天国际,64.5,49.4,91.2,51.1,看涨,12.25,12.85,中等风险
29,300938.SZ,信测标准,64.4,58.2,74.0,61.0,看涨,34.44,38.28,高风险
30,300607.SZ,拓斯达,64.4,52.8,82.5,57.7,看涨,31.03,33.76,中等风险
31,300643.SZ,万通智控,64.3,68.0,68.8,51.9,偏多震荡,19.14,20.62,中等风险
32,300030.SZ,阳普医疗,63.7,51.5,89.4,47.4,看涨,8.17,8.45,中等风险
33,300047.SZ,天源迪科,63.6,52.6,83.8,52.9,看涨,13.66,14.39,中等风险
34,300148.SZ,天舟文化,63.5,68.5,70.2,46.3,偏多震荡,5.04,5.66,高风险
35,300473.SZ,德尔股份,63.4,63.0,70.2,54.5,看涨,34.47,35.44,中等风险
36,300956.SZ,英力股份,63.4,56.6,83.8,45.6,偏多震荡,17.62,18.53,中等风险
37,300967.SZ,晓鸣股份,63.3,75.8,63.3,43.5,偏多震荡,18.20,21.74,高风险
38,300240.SZ,飞力达,63.2,55.2,81.5,50.4,看涨,7.76,8.12,中等风险
39,300314.SZ,戴维医疗,63.2,55.9,80.2,51.1,看涨,14.02,14.62,中等风险
40,300214.SZ,日科化学,63.0,53.4,83.8,49.3,看涨,7.18,7.66,中等风险
41,300105.SZ,龙源技术,62.8,58.6,75.3,52.1,看涨,7.27,7.73,中等风险
42,300288.SZ,朗玛信息,62.8,48.2,89.4,48.8,看涨,14.29,15.05,中等风险
43,300193.SZ,佳士科技,62.6,56.9,80.2,47.2,偏多震荡,9.13,9.73,中等风险
44,300886.SZ,华业香料,62.6,56.7,80.9,46.5,看涨,28.71,29.76,中等风险
45,300139.SZ,晓程科技,62.5,64.2,72.5,45.9,偏多震荡,53.85,74.07,高风险
46,300145.SZ,南方泵业,62.5,54.5,82.5,47.3,看涨,4.55,4.82,中等风险
47,300153.SZ,科泰电源,62.5,58.5,70.2,58.2,看涨,32.93,36.74,高风险
48,300335.SZ,迪森股份,62.5,55.6,80.2,48.7,看涨,6.08,6.27,中等风险
49,300441.SZ,鲍斯股份,62.5,52.0,83.8,49.6,震荡整理,7.70,8.04,低风险
50,300499.SZ,高澜股份,62.3,58.7,72.7,53.4,看涨,30.23,29.28,高风险
51,300010.SZ,豆神教育,62.0,52.6,73.6,60.9,看涨,7.17,7.90,高风险
52,300494.SZ,盛天网络,62.0,60.2,74.0,48.2,偏多震荡,13.52,14.71,高风险
53,300399.SZ,天利科技,61.9,52.6,83.8,46.0,偏多震荡,25.80,28.34,中等风险
54,300750.SZ,宁德时代,61.9,64.2,70.3,46.5,震荡整理,352.17,378.51,中等风险
55,300357.SZ,我武生物,61.7,65.0,62.9,54.7,偏多震荡,27.15,28.05,中等风险
56,300547.SZ,川环科技,61.7,57.5,69.9,56.9,偏多震荡,35.16,38.57,高风险
57,300470.SZ,中密控股,61.7,57.2,70.2,56.9,看涨,37.75,39.25,中等风险
58,300150.SZ,世纪瑞尔,61.6,54.4,81.5,45.4,看涨,5.79,6.08,中等风险
59,300638.SZ,广和通,61.6,43.8,87.6,53.5,看涨,29.33,32.05,中等风险
60,300620.SZ,光库科技,61.6,61.0,74.0,45.2,偏多震荡,153.32,188.70,高风险
61,300493.SZ,润欣科技,61.3,56.9,70.2,56.0,看涨,20.55,20.98,中等风险
62,300972.SZ,万辰集团,61.3,73.5,60.9,42.3,偏多震荡,193.14,222.86,高风险
63,300119.SZ,瑞普生物,61.2,67.0,62.9,49.7,偏多震荡,18.60,19.86,中等风险
64,300251.SZ,光线传媒,61.2,79.0,48.8,49.9,震荡整理,24.57,29.87,高风险
65,300371.SZ,汇中股份,61.2,67.5,60.7,52.0,看涨,14.08,14.10,中等风险
66,300923.SZ,研奥股份,61.2,56.8,75.3,48.7,看涨,28.46,29.59,中等风险
67,300852.SZ,四会富仕,61.1,60.0,70.2,50.1,看涨,45.07,49.82,高风险
68,300040.SZ,九洲集团,61.0,52.1,81.5,46.5,看涨,6.72,7.11,中等风险
69,300951.SZ,博硕科技,61.0,57.0,74.0,49.1,看涨,37.28,38.22,中等风险
70,300834.SZ,星辉环材,61.0,41.0,89.4,53.1,看涨,24.66,26.27,中等风险
71,300476.SZ,胜宏科技,60.9,72.5,59.8,43.7,震荡整理,246.47,273.29,高风险
72,300384.SZ,三联虹普,60.9,50.5,74.0,59.2,看涨,18.24,19.01,中等风险
73,300988.SZ,津荣天宇,60.8,59.4,64.2,58.4,偏多震荡,27.45,27.60,中等风险
74,300206.SZ,理邦仪器,60.7,67.0,58.4,53.7,看涨,14.58,14.90,中等风险
75,300971.SZ,博亚精工,60.7,71.0,57.5,48.6,偏多震荡,25.38,26.80,中等风险
76,300008.SZ,天海防务,60.6,65.2,57.9,56.9,偏多震荡,8.88,9.26,高风险
77,300043.SZ,星辉娱乐,60.6,65.8,65.3,45.7,偏多震荡,6.10,7.10,高风险
78,300553.SZ,集智股份,60.5,64.2,65.0,48.4,看涨,41.77,45.49,中等风险
79,300645.SZ,正元智慧,60.5,38.2,95.0,48.0,偏多震荡,19.32,20.78,中等风险
80,300464.SZ,星徽股份,60.4,48.4,83.8,47.0,偏多震荡,6.59,7.08,中等风险
81,300488.SZ,恒锋工具,60.4,59.9,64.1,56.1,看涨,32.68,35.26,中等风险
82,300556.SZ,丝路视觉,60.4,40.3,95.0,44.0,偏多震荡,20.63,21.76,中等风险
83,300408.SZ,三环集团,60.4,63.2,57.0,60.5,看涨,54.88,54.07,高风险
84,300802.SZ,矩子科技,60.4,56.8,70.2,52.4,看涨,21.63,22.22,中等风险
85,300231.SZ,银信科技,60.3,58.0,70.2,50.3,看涨,11.25,11.69,中等风险
86,300388.SZ,节能国祯,60.3,50.8,75.9,53.8,看涨,8.17,8.51,低风险
87,300394.SZ,天孚通信,60.3,71.2,46.0,62.9,偏多震荡,279.05,344.11,高风险
88,300907.SZ,康平科技,60.3,50.4,81.5,46.3,偏多震荡,29.76,31.85,中等风险
89,300353.SZ,东土科技,60.2,39.1,87.5,55.7,看涨,23.36,23.69,中等风险
90,300243.SZ,瑞丰高材,60.2,41.9,89.4,48.5,偏多震荡,11.30,11.72,中等风险
91,300735.SZ,光弘科技,60.2,56.0,73.5,48.4,震荡整理,24.56,26.20,中等风险
92,300870.SZ,欧陆通,60.1,58.0,66.5,54.4,看涨,224.50,260.98,高风险
93,300187.SZ,永清环保,60.0,55.1,73.2,49.3,看涨,5.26,5.45,中等风险
94,300715.SZ,凯伦股份,60.0,55.8,74.1,46.9,偏多震荡,11.89,12.62,中等风险
95,300877.SZ,金春股份,60.0,61.8,63.5,52.2,看涨,29.76,33.19,高风险
96,300066.SZ,三川智慧,59.9,58.8,70.2,47.2,偏多震荡,6.86,7.57,高风险
97,300113.SZ,顺网科技,59.9,68.2,53.9,55.0,偏多震荡,25.19,28.87,高风险
98,300133.SZ,华策影视,59.9,56.5,74.0,45.7,偏多震荡,8.93,10.36,高风险
99,300237.SZ,ST美晨,59.9,46.2,81.1,52.1,偏多震荡,2.43,2.64,中等风险
100,300570.SZ,太辰光,59.9,71.2,57.0,45.8,偏多震荡,127.59,158.89,高风险
101,300953.SZ,震裕科技,59.9,67.5,57.9,50.4,偏多震荡,172.83,186.48,高风险
102,300698.SZ,万马科技,59.9,55.5,69.0,54.3,看涨,41.75,45.53,中等风险
103,300088.SZ,长信科技,59.8,48.1,83.8,45.1,偏多震荡,6.26,6.68,中等风险
104,300636.SZ,同和药业,59.8,58.4,70.2,47.6,看涨,8.27,8.67,中等风险
105,300604.SZ,长川科技,59.8,71.2,49.6,55.8,偏多震荡,126.04,140.25,高风险
106,300271.SZ,华宇软件,59.6,44.5,83.8,49.9,看涨,7.89,8.21,中等风险
107,300033.SZ,同花顺,59.6,73.8,54.2,44.4,震荡整理,323.88,350.98,中等风险
108,300838.SZ,浙江力诺,59.6,40.2,89.4,48.8,偏多震荡,16.34,16.88,中等风险
109,300843.SZ,胜蓝股份,59.6,55.7,65.0,58.1,看涨,54.86,60.74,高风险
110,300866.SZ,安克创新,59.6,66.0,62.9,44.7,震荡整理,95.39,101.99,中等风险
111,300531.SZ,优博讯,59.5,59.9,65.0,51.0,偏多震荡,16.80,17.96,中等风险
112,300541.SZ,先进数通,59.5,64.5,63.5,45.7,偏多震荡,15.69,17.05,中等风险
113,300702.SZ,天宇股份,59.5,65.2,61.2,48.0,偏多震荡,24.54,27.14,高风险
114,300002.SZ,神州泰岳,59.4,57.2,70.2,47.7,偏多震荡,11.82,12.81,高风险
115,300860.SZ,锋尚文化,59.4,39.8,89.4,48.9,偏多震荡,28.00,29.94,中等风险
116,300533.SZ,冰川网络,59.3,70.4,47.8,57.5,偏多震荡,33.69,37.90,高风险
117,300756.SZ,金马游乐,59.3,66.7,59.4,47.4,偏多震荡,47.87,51.91,中等风险
118,300250.SZ,初灵信息,59.2,56.6,70.2,47.8,偏多震荡,24.97,26.72,高风险
119,300354.SZ,东华测试,59.2,56.5,69.0,50.0,偏多震荡,42.71,45.45,中等风险
120,300741.SZ,华宝股份,59.2,53.6,74.1,47.3,偏多震荡,18.42,19.39,中等风险
121,300906.SZ,日月明,59.2,54.5,74.1,45.7,震荡整理,34.28,37.32,中等风险
122,300847.SZ,中船汉光,59.1,52.7,74.0,48.5,看涨,18.01,18.60,中等风险
123,300899.SZ,*ST凯鑫,59.1,67.0,58.4,47.5,偏多震荡,33.45,36.18,中等风险
124,300065.SZ,海兰信,59.0,60.5,65.3,47.8,偏多震荡,27.07,30.45,高风险
125,300100.SZ,双林股份,59.0,55.5,66.5,54.2,偏多震荡,36.80,39.44,中等风险
126,300787.SZ,海能实业,59.0,65.0,57.5,51.3,偏多震荡,12.72,13.52,中等风险
127,300739.SZ,明阳电路,59.0,63.6,51.1,62.8,偏多震荡,21.69,20.60,高风险
128,300892.SZ,品渥食品,59.0,62.5,62.9,48.0,偏多震荡,29.80,32.36,中等风险
129,300154.SZ,瑞凌股份,58.9,50.5,73.5,52.1,偏多震荡,8.98,9.63,中等风险
130,300678.SZ,中科信息,58.9,40.2,82.5,55.8,看涨,33.18,34.66,中等风险
131,300602.SZ,飞荣达,58.9,65.2,60.7,46.4,偏多震荡,33.37,38.75,高风险
132,300634.SZ,彩讯股份,58.9,57.0,63.5,55.4,偏多震荡,29.30,31.72,高风险
133,300076.SZ,GQY视讯,58.8,36.5,89.4,51.8,看涨,7.66,8.45,中等风险
134,300941.SZ,创识科技,58.8,47.1,82.0,45.1,震荡整理,23.02,24.34,中等风险
135,300247.SZ,融捷健康,58.7,67.8,50.0,56.4,偏多震荡,5.02,5.38,中等风险
136,300407.SZ,凯发电气,58.7,53.0,74.1,46.1,偏多震荡,12.82,13.88,中等风险
137,300861.SZ,美畅股份,58.7,48.0,70.2,59.9,看涨,17.92,20.19,高风险
138,300946.SZ,恒而达,58.7,43.5,82.0,50.5,偏多震荡,47.83,51.51,中等风险
139,300127.SZ,银河磁体,58.6,55.7,70.2,47.0,震荡整理,33.80,39.48,高风险
140,300184.SZ,力源信息,58.6,60.1,58.4,56.5,看涨,10.63,11.24,中等风险
141,300274.SZ,阳光电源,58.6,73.8,44.0,54.9,震荡整理,140.62,157.70,高风险
142,300395.SZ,菲利华,58.6,59.5,70.2,41.0,偏多震荡,88.82,103.04,高风险
143,300546.SZ,雄帝科技,58.5,59.0,61.2,54.0,偏多震荡,24.31,25.71,中等风险
144,300440.SZ,运达科技,58.5,51.1,68.0,56.9,看涨,15.23,15.48,高风险
145,300717.SZ,华信新材,58.5,58.8,64.6,49.6,看涨,21.29,21.42,中等风险
146,300792.SZ,壹网壹创,58.5,52.4,74.0,46.4,偏多震荡,43.45,49.43,高风险
147,300443.SZ,金雷股份,58.4,67.5,56.0,47.4,震荡整理,25.33,27.43,中等风险
148,300651.SZ,金陵体育,58.4,58.6,64.6,49.3,看涨,25.86,27.35,中等风险
149,300929.SZ,华骐环保,58.4,46.0,80.9,46.7,看涨,12.06,12.62,中等风险
150,300465.SZ,高伟达,58.3,43.5,83.8,46.4,震荡整理,18.03,19.37,中等风险
151,300598.SZ,诚迈科技,58.3,41.9,82.0,51.4,偏多震荡,43.18,46.14,中等风险
152,300727.SZ,润禾材料,58.3,60.6,65.3,44.8,偏多震荡,33.90,37.46,高风险
153,300196.SZ,长海股份,58.2,60.0,57.9,55.6,偏多震荡,18.03,19.27,高风险
154,300487.SZ,蓝晓科技,58.2,59.0,58.4,56.8,偏多震荡,67.08,71.66,中等风险
155,300926.SZ,博俊科技,58.2,71.2,50.0,49.0,震荡整理,29.23,30.85,中等风险
156,300865.SZ,大宏立,58.1,50.2,75.3,46.7,看涨,28.98,30.45,中等风险
157,300913.SZ,兆龙互连,58.1,65.2,59.8,44.4,震荡整理,51.10,56.92,高风险
158,300305.SZ,裕兴股份,58.0,37.4,89.4,47.1,偏多震荡,6.55,6.85,中等风险
159,300856.SZ,科思股份,58.0,45.0,80.2,47.8,震荡整理,13.23,14.17,中等风险
160,300979.SZ,华利集团,58.0,61.1,62.4,47.0,偏多震荡,47.05,49.57,中等风险
161,300132.SZ,青松股份,57.9,67.8,53.4,48.3,偏多震荡,8.45,9.15,中等风险
162,300190.SZ,维尔利,57.9,43.5,74.0,58.6,看涨,4.57,4.77,中等风险
163,300320.SZ,海达股份,57.9,62.4,61.2,45.9,震荡整理,10.57,11.45,中等风险
164,300573.SZ,兴齐眼药,57.9,77.2,42.1,49.3,震荡整理,67.22,71.14,中等风险
165,300786.SZ,国林科技,57.9,43.5,82.0,47.1,偏多震荡,16.31,17.63,中等风险
166,300864.SZ,南大环境,57.9,57.5,64.6,49.0,看涨,21.96,23.40,中等风险
167,300126.SZ,锐奇股份,57.8,42.9,81.5,48.4,看涨,8.75,9.52,中等风险
168,300207.SZ,欣旺达,57.8,57.6,66.5,45.9,震荡整理,24.53,26.63,中等风险
169,300386.SZ,飞天诚信,57.8,55.8,65.3,50.5,看涨,16.71,17.34,中等风险
170,300910.SZ,瑞丰新材,57.8,65.8,55.6,48.2,震荡整理,54.44,59.60,中等风险
171,300069.SZ,金利华电,57.7,30.2,95.0,49.4,偏多震荡,18.70,19.97,中等风险
172,300359.SZ,全通教育,57.7,35.5,89.4,48.8,看涨,5.71,6.01,中等风险
173,300960.SZ,通业科技,57.7,46.6,74.0,52.8,看涨,27.09,28.31,中等风险
174,300171.SZ,东富龙,57.6,48.1,68.8,57.2,偏多震荡,16.36,17.64,中等风险
175,300195.SZ,长荣股份,57.6,53.1,70.2,47.1,看涨,8.58,9.16,中等风险
176,300257.SZ,开山股份,57.6,54.1,60.7,58.7,看涨,18.34,18.45,中等风险
177,300681.SZ,英搏尔,57.6,67.2,50.0,53.0,震荡整理,24.92,26.90,中等风险
178,300970.SZ,华绿生物,57.6,60.9,53.7,57.8,看涨,22.67,23.77,高风险
179,300884.SZ,狄耐克,57.6,44.8,80.2,46.6,偏多震荡,15.36,16.14,中等风险
180,300502.SZ,新易盛,57.4,76.8,46.4,41.6,震荡整理,331.54,400.68,高风险
181,300768.SZ,迪普科技,57.4,49.1,70.2,52.6,偏多震荡,19.14,20.04,中等风险
182,300815.SZ,玉禾田,57.4,58.4,57.4,55.8,偏多震荡,24.37,26.24,中等风险
183,300950.SZ,德固特,57.4,48.9,74.1,47.6,偏多震荡,23.64,25.82,中等风险
184,300724.SZ,捷佳伟创,57.3,67.5,53.6,46.2,震荡整理,110.79,134.61,高风险
185,300019.SZ,硅宝科技,57.2,63.8,56.0,48.2,震荡整理,20.17,21.99,中等风险
186,300286.SZ,安科瑞,57.2,59.5,60.9,48.4,偏多震荡,26.66,28.89,高风险
187,300510.SZ,金冠股份,57.2,41.0,75.3,57.8,看涨,4.41,4.58,中等风险
188,300434.SZ,金石亚药,57.2,64.6,56.0,47.1,震荡整理,10.20,10.84,中等风险
189,300817.SZ,双飞集团,57.2,50.1,70.2,50.3,偏多震荡,20.93,22.15,中等风险
190,300580.SZ,贝斯特,57.1,59.2,57.5,53.0,偏多震荡,24.40,26.24,中等风险
191,300767.SZ,震安科技,57.1,54.0,68.0,46.7,震荡整理,20.00,22.12,高风险
192,300144.SZ,宋城演艺,57.0,55.6,65.0,48.1,偏多震荡,8.23,9.07,高风险
193,300163.SZ,先锋新材,57.0,69.7,51.3,44.8,震荡整理,4.62,5.50,高风险
194,300389.SZ,艾比森,57.0,63.8,55.3,48.6,偏多震荡,17.36,19.12,高风险
195,300957.SZ,贝泰妮,57.0,49.0,75.9,43.4,偏多震荡,44.65,48.95,中等风险
196,300063.SZ,天龙集团,56.9,62.4,57.9,46.7,偏多震荡,12.46,16.08,高风险
197,300177.SZ,中海达,56.9,35.4,82.0,56.1,看涨,9.46,10.16,中等风险
198,300219.SZ,鸿利智汇,56.9,47.6,70.2,53.1,偏多震荡,7.60,7.81,中等风险
199,300527.SZ,ST应急,56.9,54.2,61.2,55.1,偏多震荡,8.47,8.62,低风险
200,300583.SZ,赛托生物,56.9,39.6,80.9,50.8,看涨,14.57,15.26,中等风险
201,300697.SZ,电工合金,56.9,59.8,59.0,49.5,震荡整理,15.47,19.03,高风险
202,300743.SZ,天地数码,56.9,62.5,52.8,53.7,震荡整理,19.42,20.52,中等风险
203,300832.SZ,新产业,56.9,62.5,54.2,51.9,震荡整理,50.64,53.46,中等风险
204,300229.SZ,拓尔思,56.8,39.0,74.0,61.0,看涨,22.83,24.95,高风险
205,300303.SZ,聚飞光电,56.8,58.0,60.7,49.6,偏多震荡,7.24,7.47,中等风险
206,300403.SZ,汉宇集团,56.8,55.6,61.2,52.5,偏多震荡,13.69,14.69,中等风险
207,300504.SZ,天邑股份,56.8,41.0,82.0,46.7,偏多震荡,15.00,15.77,中等风险
208,300568.SZ,星源材质,56.8,41.5,82.0,45.9,震荡整理,13.65,14.91,中等风险
209,300662.SZ,科锐国际,56.8,68.7,48.9,48.8,偏多震荡,26.51,29.31,高风险
210,300703.SZ,创源股份,56.8,61.0,56.1,50.9,偏多震荡,25.84,28.82,高风险
211,300995.SZ,奇德新材,56.8,59.2,59.4,49.2,震荡整理,36.61,39.43,中等风险
212,300013.SZ,新宁物流,56.6,39.5,83.8,45.7,偏多震荡,4.00,4.16,低风险
213,300879.SZ,大叶股份,56.6,60.8,57.0,49.2,震荡整理,23.81,26.09,中等风险
214,300112.SZ,万讯自控,56.5,39.0,81.9,48.8,看涨,9.02,9.37,中等风险
215,300981.SZ,中红医疗,56.5,41.5,75.3,54.3,偏多震荡,12.83,13.73,中等风险
216,300260.SZ,新莱应材,56.4,45.2,68.8,56.9,偏多震荡,53.87,59.20,中等风险
217,300649.SZ,杭州园林,56.4,45.0,75.3,48.2,偏多震荡,14.75,15.64,中等风险
218,300982.SZ,苏文电能,56.4,41.2,74.0,56.0,偏多震荡,22.41,25.01,高风险
219,300222.SZ,科大智能,56.3,57.2,64.6,43.4,偏多震荡,11.57,12.45,中等风险
220,300875.SZ,捷强装备,56.3,40.5,70.8,61.2,看涨,41.88,44.30,高风险
221,300529.SZ,健帆生物,56.2,55.5,62.9,48.1,偏多震荡,19.93,20.52,低风险
222,300562.SZ,乐心医疗,56.2,58.6,58.4,49.1,偏多震荡,14.39,15.33,中等风险
223,300730.SZ,科创信息,56.2,34.4,80.9,56.3,看涨,13.22,14.03,中等风险
224,300826.SZ,测绘股份,56.2,48.9,70.2,48.4,偏多震荡,17.13,17.39,低风险
225,300124.SZ,汇川技术,56.1,60.5,50.0,57.7,偏多震荡,73.59,79.11,中等风险
226,300009.SZ,安科生物,56.0,61.4,56.0,47.2,震荡整理,9.54,10.08,中等风险
227,300025.SZ,华星创业,56.0,36.4,82.0,50.8,偏多震荡,6.05,6.27,中等风险
228,300201.SZ,海伦哲,56.0,61.8,47.8,58.2,偏多震荡,8.29,8.81,高风险
229,300226.SZ,上海钢联,56.0,45.9,74.0,47.1,偏多震荡,27.69,30.74,高风险
230,300363.SZ,博腾股份,56.0,60.9,56.0,48.3,震荡整理,22.51,24.29,中等风险
231,300398.SZ,飞凯材料,56.0,62.2,53.9,49.1,震荡整理,26.39,30.33,高风险
232,300480.SZ,光力科技,56.0,57.4,53.0,57.8,偏多震荡,26.66,24.18,高风险
233,300666.SZ,江丰电子,56.0,56.2,55.9,55.7,偏多震荡,138.94,136.83,高风险
234,300839.SZ,博汇股份,56.0,43.5,70.8,55.4,看涨,13.34,14.37,高风险
235,300983.SZ,尤安设计,56.0,47.0,70.2,50.4,偏多震荡,27.03,27.45,中等风险
236,300099.SZ,尤洛卡,55.9,52.9,66.5,45.8,偏多震荡,8.23,8.62,中等风险
237,300125.SZ,*ST聆达,55.9,49.8,63.5,54.9,看涨,8.16,8.44,高风险
238,300160.SZ,秀强股份,55.9,59.4,55.6,50.8,偏多震荡,5.74,6.10,中等风险
239,300334.SZ,津膜科技,55.9,55.1,61.2,49.8,偏多震荡,7.51,7.99,中等风险
240,300294.SZ,博雅生物,55.8,55.9,60.1,49.7,震荡整理,21.45,22.41,低风险
241,300713.SZ,英可瑞,55.8,45.9,70.2,51.6,看涨,17.75,17.85,中等风险
242,300788.SZ,中信出版,55.8,53.9,55.9,58.5,偏多震荡,32.75,33.84,高风险
243,300752.SZ,隆利科技,55.8,52.6,66.5,45.8,偏多震荡,19.15,19.78,中等风险
244,300803.SZ,指南针,55.8,55.4,62.9,46.3,震荡整理,110.83,119.59,中等风险
245,300059.SZ,东方财富,55.7,59.0,60.1,44.4,震荡整理,21.88,22.86,低风险
246,300079.SZ,数码视讯,55.7,54.0,63.5,47.6,偏多震荡,6.23,6.95,高风险
247,300290.SZ,荣科科技,55.7,35.4,87.5,43.7,偏多震荡,16.77,18.03,中等风险
248,300608.SZ,思特奇,55.7,38.9,74.0,57.1,看涨,12.62,12.59,中等风险
249,300652.SZ,雷迪克,55.7,66.7,50.0,46.0,震荡整理,49.69,52.67,中等风险
250,300940.SZ,南极光,55.7,72.0,47.2,41.5,震荡整理,24.59,26.69,中等风险
251,300814.SZ,中富电路,55.7,46.0,66.5,56.0,偏多震荡,78.01,85.03,高风险
252,300321.SZ,同大股份,55.6,48.1,67.4,51.2,偏多震荡,40.79,43.45,中等风险
253,300319.SZ,麦捷科技,55.6,58.0,60.0,45.7,震荡整理,12.09,13.05,中等风险
254,300800.SZ,力合科技,55.5,52.1,64.6,48.0,偏多震荡,12.63,13.45,中等风险
255,300249.SZ,依米康,55.4,52.2,55.9,59.8,偏多震荡,17.26,16.60,高风险
256,300859.SZ,西域旅游,55.4,54.6,62.9,46.3,震荡整理,35.33,38.17,中等风险
257,300796.SZ,贝斯美,55.4,57.5,53.8,54.4,偏多震荡,9.39,9.94,中等风险
258,300050.SZ,世纪鼎利,55.3,50.2,66.5,47.6,偏多震荡,5.93,6.13,中等风险
259,300483.SZ,首华燃气,55.3,53.8,63.5,46.1,偏多震荡,15.40,18.30,高风险
260,300549.SZ,优德精密,55.3,45.6,70.2,50.0,偏多震荡,19.55,19.59,中等风险
261,300595.SZ,欧普康视,55.3,58.6,56.0,49.2,震荡整理,14.91,15.83,中等风险
262,300930.SZ,屹通新材,55.3,51.1,65.0,48.6,看涨,31.01,32.83,中等风险
263,300905.SZ,宝丽迪,55.3,57.4,57.5,48.7,偏多震荡,35.26,38.74,中等风险
264,300155.SZ,安居宝,55.2,36.5,83.8,44.9,偏空震荡,5.27,5.67,中等风险
265,300623.SZ,捷捷微电,55.2,53.8,63.5,45.7,震荡整理,32.17,37.75,高风险
266,300624.SZ,万兴科技,55.2,39.2,70.2,59.9,看涨,89.94,100.07,高风险
267,300761.SZ,立华股份,55.2,48.8,67.4,48.2,震荡整理,18.89,20.45,中等风险
268,300927.SZ,江天化学,55.2,53.5,65.3,43.8,震荡整理,27.26,36.38,高风险
269,300932.SZ,三友联众,55.2,54.6,62.8,45.5,偏多震荡,12.56,14.10,高风险
270,300500.SZ,启迪设计,55.1,46.5,66.9,52.4,震荡整理,12.40,13.28,中等风险
271,300660.SZ,江苏雷利,55.1,53.8,57.5,53.9,偏多震荡,52.59,57.14,中等风险
272,300823.SZ,建科智能,55.1,46.2,70.2,48.2,看涨,17.42,18.29,中等风险
273,300515.SZ,三德科技,55.0,68.2,41.6,52.7,偏多震荡,19.91,21.05,中等风险
274,300571.SZ,平治信息,55.0,46.4,63.5,57.0,偏多震荡,31.16,31.25,高风险
275,300915.SZ,海融科技,55.0,34.9,81.5,50.2,看涨,25.12,26.31,中等风险
276,300804.SZ,广康生化,55.0,53.3,55.9,56.4,偏多震荡,42.69,47.97,高风险
277,300973.SZ,立高食品,54.9,60.8,52.8,48.6,偏多震荡,40.50,45.20,高风险
278,300182.SZ,捷成股份,54.8,44.1,72.7,46.8,偏多震荡,7.59,8.64,高风险
279,300285.SZ,国瓷材料,54.8,57.4,49.6,57.9,偏多震荡,29.16,32.84,高风险
280,300550.SZ,和仁科技,54.8,60.1,50.0,53.2,偏多震荡,14.01,15.17,中等风险
281,300677.SZ,英科医疗,54.8,62.9,50.0,48.4,震荡整理,37.39,41.31,高风险
282,300017.SZ,网宿科技,54.7,61.0,53.0,47.1,震荡整理,19.97,25.07,高风险
