排名,代码,名称,综合评分,基本面,技术面,资金面,预测方向,目标价低,目标价高,风险等级
647,300033.SZ,同花顺,59.6,73.8,54.2,44.4,震荡整理,323.88,350.98,中等风险
648,002536.SZ,飞龙股份,59.6,52.2,70.2,56.5,偏多震荡,27.99,30.55,高风险
649,603089.SH,正裕工业,59.6,66.2,58.4,50.6,偏多震荡,13.70,14.68,中等风险
650,002887.SZ,绿茵生态,59.6,61.1,60.0,56.5,偏多震荡,10.71,10.02,中等风险
651,603181.SH,皇马科技,59.6,62.2,66.5,45.9,偏多震荡,16.20,16.92,中等风险
652,603937.SH,丽岛新材,59.6,46.4,81.5,49.9,看涨,12.59,13.27,中等风险
653,300838.SZ,浙江力诺,59.6,40.2,89.4,48.8,偏多震荡,16.34,16.88,中等风险
654,300843.SZ,胜蓝股份,59.6,55.7,65.0,58.1,看涨,54.86,60.74,高风险
655,300866.SZ,安克创新,59.6,66.0,62.9,44.7,震荡整理,95.39,101.99,中等风险
656,688059.SH,华锐精密,59.6,67.5,57.0,50.5,偏多震荡,103.59,102.80,高风险
657,301323.SZ,新莱福,59.6,52.2,74.0,51.2,看涨,56.11,61.87,高风险
658,301371.SZ,敷尔佳,59.6,52.8,75.9,47.8,看涨,24.41,26.07,中等风险
659,920770.BJ,艾能聚,59.6,56.5,71.9,47.3,偏多震荡,17.90,20.60,高风险
660,301622.SZ,英思特,59.6,51.0,76.4,49.7,偏多震荡,66.89,71.43,高风险
661,600165.SH,ST宁科,59.5,44.4,83.8,49.6,看涨,3.82,3.98,中等风险
662,002229.SZ,鸿博股份,59.5,52.0,70.2,56.7,看涨,16.27,16.93,中等风险
663,002299.SZ,圣农发展,59.5,63.8,61.2,50.2,偏多震荡,17.58,18.71,中等风险
664,601225.SH,陕西煤业,59.5,54.8,75.3,44.7,偏多震荡,22.11,22.88,中等风险
665,300531.SZ,优博讯,59.5,59.9,65.0,51.0,偏多震荡,16.80,17.96,中等风险
666,300541.SZ,先进数通,59.5,64.5,63.5,45.7,偏多震荡,15.69,17.05,中等风险
667,601108.SH,财通证券,59.5,64.2,54.5,58.9,看涨,8.78,9.18,中等风险
668,300702.SZ,天宇股份,59.5,65.2,61.2,48.0,偏多震荡,24.54,27.14,高风险
669,601916.SH,浙商银行,59.5,53.5,72.6,50.6,偏多震荡,2.93,2.96,低风险
670,600929.SH,雪天盐业,59.5,47.0,80.2,50.5,偏多震荡,5.96,6.35,中等风险
671,301317.SZ,鑫磊股份,59.5,63.0,55.9,59.1,看涨,44.23,45.23,高风险
672,603065.SH,宿迁联盛,59.5,41.9,89.4,45.8,偏多震荡,8.72,9.06,中等风险
673,600938.SH,中国海油,59.5,65.5,60.9,47.8,偏多震荡,33.34,36.90,高风险
674,000006.SZ,深振业Ａ,59.4,45.2,77.5,56.9,看涨,9.15,9.75,中等风险
675,000401.SZ,金隅冀东,59.4,55.5,74.1,45.0,偏多震荡,4.91,5.04,中等风险
676,600256.SH,广汇能源,59.4,44.5,81.5,52.3,看涨,5.35,5.78,中等风险
677,600366.SH,宁波韵升,59.4,63.5,65.3,44.7,偏多震荡,13.34,15.08,高风险
678,002055.SZ,ST得润,59.4,44.2,80.9,53.5,偏多震荡,6.12,6.44,中等风险
679,601007.SH,金陵饭店,59.4,48.2,75.9,54.4,看涨,8.10,8.53,中等风险
680,002248.SZ,华东数控,59.4,59.9,60.0,57.9,看涨,13.66,12.89,中等风险
681,300002.SZ,神州泰岳,59.4,57.2,70.2,47.7,偏多震荡,11.82,12.81,高风险
682,002420.SZ,毅昌科技,59.4,41.2,83.8,54.2,看涨,8.11,8.73,中等风险
683,603989.SH,艾华集团,59.4,52.3,75.3,48.6,看涨,17.94,18.73,中等风险
684,603017.SH,中衡设计,59.4,39.9,89.4,48.6,偏多震荡,12.15,12.85,中等风险
685,002775.SZ,文科股份,59.4,39.8,89.4,48.9,偏多震荡,4.27,4.61,中等风险
686,002912.SZ,中新赛克,59.4,54.0,68.8,54.7,偏多震荡,32.40,33.24,中等风险
687,603607.SH,京华激光,59.4,51.9,76.3,47.9,偏多震荡,24.88,25.95,中等风险
688,603687.SH,大胜达,59.4,57.6,66.5,52.2,看涨,11.23,11.98,高风险
689,300860.SZ,锋尚文化,59.4,39.8,89.4,48.9,偏多震荡,28.00,29.94,中等风险
690,688008.SH,澜起科技,59.4,70.0,49.2,56.6,偏多震荡,155.78,187.52,高风险
691,301357.SZ,北方长龙,59.4,57.8,68.8,48.8,偏多震荡,127.57,138.79,中等风险
692,301095.SZ,广立微,59.4,65.5,57.9,51.8,偏多震荡,85.65,83.50,高风险
693,603334.SH,丰倍生物,59.4,61.1,63.5,51.1,看涨,52.48,60.06,高风险
694,000899.SZ,赣能股份,59.3,65.2,61.2,47.1,偏多震荡,10.14,10.86,中等风险
695,600630.SH,龙头股份,59.3,45.2,78.5,55.0,看涨,8.96,9.29,低风险
696,002380.SZ,科远智慧,59.3,64.5,55.6,56.2,偏多震荡,30.20,32.90,中等风险
697,601901.SH,方正证券,59.3,65.0,54.2,57.3,偏多震荡,7.50,7.78,低风险
698,601211.SH,国泰海通,59.3,68.5,50.0,57.7,偏多震荡,19.12,20.10,中等风险
699,300533.SZ,冰川网络,59.3,70.4,47.8,57.5,偏多震荡,33.69,37.90,高风险
700,002858.SZ,力盛体育,59.3,54.5,70.2,51.8,偏多震荡,16.46,17.21,中等风险
701,300756.SZ,金马游乐,59.3,66.7,59.4,47.4,偏多震荡,47.87,51.91,中等风险
702,001210.SZ,金房能源,59.3,57.6,70.2,46.9,偏多震荡,23.13,24.70,高风险
703,688169.SH,石头科技,59.3,59.8,67.4,47.2,震荡整理,143.93,152.47,中等风险
704,600288.SH,大恒科技,59.2,63.5,63.1,46.9,偏多震荡,15.54,16.55,中等风险
705,600398.SH,海澜之家,59.2,59.4,62.9,53.6,偏多震荡,6.00,6.31,低风险
706,600523.SH,贵航股份,59.2,54.1,65.3,58.7,看涨,15.07,16.16,中等风险
707,600657.SH,信达地产,59.2,36.5,91.2,50.8,偏多震荡,3.42,3.66,中等风险
708,600987.SH,航民股份,59.2,58.5,63.5,54.2,偏多震荡,7.84,8.73,高风险
709,002173.SZ,创新医疗,59.2,52.6,70.2,54.4,偏多震荡,28.37,29.93,高风险
710,002223.SZ,鱼跃医疗,59.2,64.3,56.0,55.7,偏多震荡,38.39,39.85,中等风险
711,002350.SZ,北京科锐,59.2,62.5,60.9,51.6,偏多震荡,9.43,10.08,中等风险
712,002384.SZ,东山精密,59.2,53.1,67.2,57.8,看涨,74.56,79.16,高风险
713,300250.SZ,初灵信息,59.2,56.6,70.2,47.8,偏多震荡,24.97,26.72,高风险
714,601336.SH,新华保险,59.2,72.5,44.4,58.8,偏多震荡,76.69,82.78,中等风险
715,300354.SZ,东华测试,59.2,56.5,69.0,50.0,偏多震荡,42.71,45.45,中等风险
716,002700.SZ,万憬能源,59.2,50.6,74.1,52.1,看涨,7.15,7.51,中等风险
717,603319.SH,美湖股份,59.2,49.9,70.2,58.6,看涨,37.20,40.27,高风险
718,601881.SH,中国银河,59.2,68.5,51.4,55.4,偏多震荡,14.52,15.14,低风险
719,300741.SZ,华宝股份,59.2,53.6,74.1,47.3,偏多震荡,18.42,19.39,中等风险
720,301006.SZ,迈拓股份,59.2,58.9,66.5,49.4,看涨,18.47,19.08,中等风险
721,300906.SZ,日月明,59.2,54.5,74.1,45.7,震荡整理,34.28,37.32,中等风险
722,301132.SZ,满坤科技,59.2,63.9,58.4,52.7,偏多震荡,35.54,38.10,中等风险
723,600012.SH,皖通高速,59.1,60.5,66.9,46.0,偏多震荡,13.79,14.51,中等风险
724,600061.SH,国投资本,59.1,59.4,66.9,47.9,偏多震荡,7.37,7.79,中等风险
725,600284.SH,浦东建设,59.1,39.8,82.0,57.9,看涨,7.84,8.37,中等风险
726,600548.SH,深高速,59.1,51.9,75.9,46.9,看涨,8.90,9.25,低风险
727,002107.SZ,沃华医药,59.1,69.5,54.5,48.8,偏多震荡,7.16,7.51,中等风险
728,002593.SZ,日上集团,59.1,66.6,58.4,48.1,偏多震荡,5.75,6.07,中等风险
729,300847.SZ,中船汉光,59.1,52.7,74.0,48.5,看涨,18.01,18.60,中等风险
730,002901.SZ,大博医疗,59.1,72.5,50.0,50.5,震荡整理,45.64,49.36,中等风险
731,603477.SH,巨星农牧,59.1,50.0,78.5,46.7,看涨,17.18,18.01,中等风险
732,300899.SZ,*ST凯鑫,59.1,67.0,58.4,47.5,偏多震荡,33.45,36.18,中等风险
733,601187.SH,厦门银行,59.1,52.4,70.6,53.7,看涨,7.18,7.83,中等风险
734,603583.SH,捷昌驱动,59.1,63.2,63.1,47.0,偏多震荡,37.20,38.11,中等风险
735,688236.SH,春立医疗,59.1,71.8,46.2,56.7,震荡整理,21.28,23.26,中等风险
736,600287.SH,苏豪时尚,59.0,44.2,81.5,51.1,看涨,5.93,6.13,中等风险
737,300065.SZ,海兰信,59.0,60.5,65.3,47.8,偏多震荡,27.07,30.45,高风险
738,300100.SZ,双林股份,59.0,55.5,66.5,54.2,偏多震荡,36.80,39.44,中等风险
739,002755.SZ,奥赛康,59.0,64.8,60.1,48.2,震荡整理,14.99,16.23,中等风险
740,603060.SH,国检集团,59.0,44.5,81.5,50.6,看涨,6.63,7.03,中等风险
741,300787.SZ,海能实业,59.0,65.0,57.5,51.3,偏多震荡,12.72,13.52,中等风险
742,601162.SH,天风证券,59.0,65.8,54.2,55.0,震荡整理,4.00,4.16,低风险
743,002890.SZ,弘宇股份,59.0,45.5,80.2,51.0,看涨,16.58,17.88,中等风险
744,300739.SZ,明阳电路,59.0,63.6,51.1,62.8,偏多震荡,21.69,20.60,高风险
745,300892.SZ,品渥食品,59.0,62.5,62.9,48.0,偏多震荡,29.80,32.36,中等风险
746,688019.SH,安集科技,59.0,70.2,47.7,56.7,偏多震荡,256.41,287.09,高风险
747,605319.SH,无锡振华,59.0,65.5,61.2,45.6,震荡整理,23.81,26.01,中等风险
748,301087.SZ,可孚医疗,59.0,59.1,60.9,56.2,看涨,54.94,57.05,中等风险
749,301320.SZ,豪江智能,59.0,45.8,82.0,48.1,偏多震荡,17.77,18.85,中等风险
750,301387.SZ,光大同创,59.0,62.5,57.9,54.9,偏多震荡,56.69,66.01,高风险
751,688048.SH,长光华芯,59.0,58.5,70.2,44.1,震荡整理,120.96,147.14,高风险
752,603312.SH,西典新能,59.0,66.2,55.6,52.1,震荡整理,44.21,47.87,中等风险
753,000601.SZ,韶能股份,58.9,51.1,72.5,52.2,看涨,5.07,5.23,中等风险
754,000702.SZ,正虹科技,58.9,43.2,81.5,52.5,看涨,6.88,7.15,中等风险
755,600259.SH,中稀有色,58.9,52.0,76.4,45.4,偏多震荡,79.39,87.43,高风险
756,002337.SZ,赛象科技,58.9,46.6,73.5,58.3,看涨,6.58,6.91,中等风险
757,002399.SZ,海普瑞,58.9,49.2,75.9,50.6,看涨,11.95,12.50,中等风险
758,300154.SZ,瑞凌股份,58.9,50.5,73.5,52.1,偏多震荡,8.98,9.63,中等风险
759,603035.SH,常熟汽饰,58.9,56.9,61.2,59.0,看涨,15.04,15.68,低风险
760,300678.SZ,中科信息,58.9,40.2,82.5,55.8,看涨,33.18,34.66,中等风险
761,002878.SZ,元隆雅图,58.9,53.1,66.0,58.1,看涨,19.41,20.83,高风险
762,300602.SZ,飞荣达,58.9,65.2,60.7,46.4,偏多震荡,33.37,38.75,高风险
763,002886.SZ,沃特股份,58.9,53.4,66.2,57.6,看涨,23.53,24.71,中等风险
764,300634.SZ,彩讯股份,58.9,57.0,63.5,55.4,偏多震荡,29.30,31.72,高风险
765,688131.SH,皓元医药,58.9,64.5,52.5,58.9,偏多震荡,68.21,76.45,高风险
766,301150.SZ,中一科技,58.9,55.9,68.0,51.1,看涨,43.29,47.84,高风险
767,301486.SZ,致尚科技,58.9,59.8,57.0,60.0,偏多震荡,216.76,235.46,高风险
768,301566.SZ,达利凯普,58.9,60.9,60.7,53.0,偏多震荡,21.29,23.47,高风险
769,301389.SZ,隆扬电子,58.9,60.0,60.7,54.5,震荡整理,50.74,56.14,高风险
770,920100.BJ,三协电机,58.9,60.1,65.0,48.4,震荡整理,64.14,68.46,中等风险
771,002057.SZ,中钢天源,58.8,64.5,58.4,50.3,偏多震荡,10.28,11.18,中等风险
772,002259.SZ,升达林业,58.8,66.0,61.2,43.9,偏多震荡,5.03,6.13,高风险
773,002293.SZ,罗莱生活,58.8,65.2,52.2,57.7,偏多震荡,10.11,10.46,中等风险
774,601678.SH,滨化股份,58.8,50.1,72.2,54.0,看涨,5.11,5.72,高风险
775,300076.SZ,GQY视讯,58.8,36.5,89.4,51.8,看涨,7.66,8.45,中等风险
776,002555.SZ,三七互娱,58.8,63.8,61.2,47.3,震荡整理,24.07,26.29,中等风险
777,601606.SH,长城军工,58.8,46.8,82.0,45.7,偏多震荡,43.68,45.98,中等风险
778,603351.SH,威尔药业,58.8,51.6,74.8,47.9,看涨,27.11,28.39,中等风险
779,688018.SH,乐鑫科技,58.8,71.2,50.0,51.1,震荡整理,159.81,174.79,中等风险
780,300941.SZ,创识科技,58.8,47.1,82.0,45.1,震荡整理,23.02,24.34,中等风险
781,301059.SZ,金三江,58.8,62.2,61.2,50.2,偏多震荡,13.89,15.16,高风险
782,301345.SZ,涛涛车业,58.8,73.5,54.2,41.7,震荡整理,198.48,217.54,中等风险
783,920260.BJ,中寰股份,58.8,48.9,73.5,54.0,看涨,11.22,12.00,中等风险
784,301510.SZ,固高科技,58.8,56.5,70.2,46.4,震荡整理,37.51,41.57,高风险
785,920751.BJ,惠同新材,58.8,55.7,64.6,55.5,看涨,26.30,27.88,高风险
786,000059.SZ,华锦股份,58.7,47.2,75.9,53.1,看涨,5.66,6.22,中等风险
787,600861.SH,北京人力,58.7,70.5,50.8,50.7,震荡整理,17.63,18.59,中等风险
788,300247.SZ,融捷健康,58.7,67.8,50.0,56.4,偏多震荡,5.02,5.38,中等风险
789,300407.SZ,凯发电气,58.7,53.0,74.1,46.1,偏多震荡,12.82,13.88,中等风险
790,002729.SZ,好利科技,58.7,57.3,64.1,53.2,看涨,18.03,19.41,中等风险
791,603608.SH,天创时尚,58.7,51.4,70.2,54.1,看涨,10.49,12.16,高风险
792,002820.SZ,桂发祥,58.7,44.6,80.2,51.0,震荡整理,11.69,12.55,中等风险
793,002827.SZ,高争民爆,58.7,56.9,66.9,50.2,震荡整理,34.55,36.91,中等风险
794,601456.SH,国联民生,58.7,62.0,59.7,51.9,偏多震荡,9.68,9.95,低风险
795,300861.SZ,美畅股份,58.7,48.0,70.2,59.9,看涨,17.92,20.19,高风险
796,605080.SH,浙江自然,58.7,63.4,61.6,47.0,看涨,24.77,27.08,中等风险
797,688055.SH,龙腾光电,58.7,37.6,89.4,49.6,看涨,3.73,3.88,中等风险
798,300946.SZ,恒而达,58.7,43.5,82.0,50.5,偏多震荡,47.83,51.51,中等风险
799,301231.SZ,荣信文化,58.7,49.6,76.4,48.4,偏多震荡,35.99,48.32,高风险
800,920556.BJ,雅达股份,58.7,56.2,69.7,47.2,偏多震荡,10.24,11.06,中等风险
801,000037.SZ,深南电A,58.6,44.5,80.9,49.9,看涨,9.39,9.74,中等风险
802,001896.SZ,豫能控股,58.6,54.6,62.8,59.1,看涨,8.84,6.55,高风险
803,600715.SH,文投控股,58.6,49.8,70.2,56.3,看涨,2.27,2.49,高风险
804,002028.SZ,思源电气,58.6,67.3,46.0,62.5,偏多震荡,205.50,203.51,高风险
805,002286.SZ,保龄宝,58.6,67.2,56.0,48.4,偏多震荡,9.96,10.88,中等风险
806,300127.SZ,银河磁体,58.6,55.7,70.2,47.0,震荡整理,33.80,39.48,高风险
807,300184.SZ,力源信息,58.6,60.1,58.4,56.5,看涨,10.63,11.24,中等风险
808,002620.SZ,ST瑞和,58.6,34.9,95.0,45.6,偏多震荡,6.14,6.55,中等风险
809,300274.SZ,阳光电源,58.6,73.8,44.0,54.9,震荡整理,140.62,157.70,高风险
810,002683.SZ,广东宏大,58.6,54.9,61.0,61.1,看涨,48.16,53.60,高风险
811,603611.SH,诺力股份,58.6,58.5,65.0,49.9,偏多震荡,23.60,25.21,中等风险
812,300395.SZ,菲利华,58.6,59.5,70.2,41.0,偏多震荡,88.82,103.04,高风险
813,301489.SZ,思泉新材,58.6,59.0,60.7,55.0,偏多震荡,167.04,187.38,高风险
814,603162.SH,海通发展,58.6,51.4,70.2,53.9,偏多震荡,13.68,15.65,高风险
815,000792.SZ,盐湖股份,58.5,68.8,51.1,52.3,偏多震荡,32.02,35.30,高风险
816,002261.SZ,拓维信息,58.5,53.8,66.5,55.0,看涨,32.43,34.38,中等风险
817,002322.SZ,理工能科,58.5,61.2,56.3,57.2,看涨,13.34,13.73,中等风险
818,002708.SZ,光洋股份,58.5,55.8,70.2,46.3,偏多震荡,13.66,14.27,中等风险
819,300546.SZ,雄帝科技,58.5,59.0,61.2,54.0,偏多震荡,24.31,25.71,中等风险
820,300440.SZ,运达科技,58.5,51.1,68.0,56.9,看涨,15.23,15.48,高风险
821,603709.SH,中源家居,58.5,34.4,95.0,46.1,偏多震荡,18.32,19.31,中等风险
822,300717.SZ,华信新材,58.5,58.8,64.6,49.6,看涨,21.29,21.42,中等风险
823,600968.SH,海油发展,58.5,61.9,60.9,49.8,偏多震荡,4.16,4.68,高风险
824,300792.SZ,壹网壹创,58.5,52.4,74.0,46.4,偏多震荡,43.45,49.43,高风险
825,605599.SH,菜百股份,58.5,66.3,60.0,44.0,震荡整理,22.85,27.79,高风险
826,000042.SZ,中洲控股,58.4,46.5,83.8,41.8,偏多震荡,8.76,9.60,中等风险
827,000600.SZ,建投能源,58.4,61.6,55.6,57.2,偏多震荡,8.27,8.62,中等风险
828,000783.SZ,长江证券,58.4,68.5,54.2,48.2,震荡整理,7.54,8.06,中等风险
829,000962.SZ,东方钽业,58.4,58.1,57.0,60.9,偏多震荡,44.92,46.85,高风险
830,600428.SH,中远海特,58.4,61.6,61.2,49.2,偏多震荡,7.47,8.13,中等风险
831,600769.SH,祥龙电业,58.4,59.4,65.0,47.5,偏多震荡,12.69,13.79,中等风险
832,601788.SH,光大证券,58.4,61.0,59.7,52.4,偏多震荡,16.57,17.15,低风险
833,603320.SH,迪贝电气,58.4,56.3,63.5,54.7,看涨,23.82,23.83,高风险
834,300443.SZ,金雷股份,58.4,67.5,56.0,47.4,震荡整理,25.33,27.43,中等风险
835,603833.SH,欧派家居,58.4,57.8,61.6,55.0,偏多震荡,56.93,62.91,中等风险
836,300651.SZ,金陵体育,58.4,58.6,64.6,49.3,看涨,25.86,27.35,中等风险
837,300929.SZ,华骐环保,58.4,46.0,80.9,46.7,看涨,12.06,12.62,中等风险
838,603332.SH,苏州龙杰,58.4,49.0,75.9,49.1,看涨,13.44,14.49,中等风险
839,603187.SH,海容冷链,58.4,63.5,57.9,51.0,偏多震荡,16.03,16.20,中等风险
840,688188.SH,柏楚电子,58.4,68.0,58.4,43.0,偏多震荡,146.95,159.35,中等风险
841,688200.SH,华峰测控,58.4,70.0,57.0,41.7,震荡整理,279.78,331.82,高风险
842,688377.SH,迪威尔,58.4,57.0,66.5,49.3,看涨,40.96,45.38,高风险
843,688076.SH,ST诺泰,58.4,64.2,54.2,54.9,震荡整理,32.72,34.84,中等风险
844,688117.SH,圣诺生物,58.4,69.0,52.2,50.3,震荡整理,37.71,39.61,中等风险
845,301160.SZ,翔楼新材,58.4,54.5,62.8,58.3,看涨,65.86,71.17,中等风险
846,000514.SZ,渝开发,58.3,61.0,58.4,53.8,看涨,4.99,5.35,中等风险
847,600131.SH,国网信通,58.3,50.9,74.0,48.0,看涨,18.38,19.75,高风险
848,600572.SH,康恩贝,58.3,61.9,56.0,55.6,偏多震荡,4.44,4.59,低风险
849,600821.SH,金开新能,58.3,52.7,63.5,59.9,看涨,5.98,6.20,高风险
850,002773.SZ,康弘药业,58.3,62.4,56.0,55.1,偏多震荡,28.08,29.56,中等风险
851,300465.SZ,高伟达,58.3,43.5,83.8,46.4,震荡整理,18.03,19.37,中等风险
852,603637.SH,镇海股份,58.3,53.0,70.2,50.2,看涨,12.77,13.63,高风险
853,601020.SH,华钰矿业,58.3,71.0,42.1,60.6,偏多震荡,30.82,37.09,高风险
854,300598.SZ,诚迈科技,58.3,41.9,82.0,51.4,偏多震荡,43.18,46.14,中等风险
855,300727.SZ,润禾材料,58.3,60.6,65.3,44.8,偏多震荡,33.90,37.46,高风险
856,002982.SZ,湘佳股份,58.3,44.2,81.5,48.5,偏多震荡,13.78,14.78,中等风险
857,688789.SH,宏华数科,58.3,63.8,61.2,45.4,震荡整理,79.23,84.01,中等风险
858,688113.SH,联测科技,58.3,63.2,58.4,50.2,偏多震荡,43.39,46.60,中等风险
859,301336.SZ,趣睡科技,58.3,51.1,74.0,48.0,偏多震荡,58.71,61.65,高风险
860,301185.SZ,鸥玛软件,58.3,55.4,65.0,53.5,看涨,20.91,20.99,中等风险
861,001228.SZ,永泰运,58.3,52.6,70.2,50.8,看涨,31.71,32.85,中等风险
862,603272.SH,联翔股份,58.3,61.1,64.6,45.2,偏多震荡,22.83,23.69,中等风险
863,688410.SH,山外山,58.3,71.0,48.1,52.4,偏多震荡,16.56,17.96,中等风险
864,920273.BJ,一致魔芋,58.3,61.6,59.8,50.8,震荡整理,28.69,31.11,中等风险
865,301502.SZ,华阳智能,58.3,42.1,83.8,48.6,看涨,46.17,48.88,中等风险
866,920976.BJ,视声智能,58.3,64.0,57.3,50.5,偏多震荡,31.03,35.27,高风险
867,000938.SZ,紫光股份,58.2,51.8,65.3,58.7,偏多震荡,25.03,26.72,中等风险
868,600110.SH,诺德股份,58.2,44.9,78.8,50.7,偏多震荡,6.77,7.32,中等风险
869,600356.SH,恒丰纸业,58.2,66.8,51.9,53.1,偏多震荡,9.66,9.96,中等风险
870,600368.SH,五洲交通,58.2,63.8,53.4,56.0,偏多震荡,3.96,4.06,低风险
871,002054.SZ,德美化工,58.2,55.1,69.0,48.2,偏多震荡,10.08,9.87,高风险
872,002276.SZ,万马股份,58.2,59.2,65.3,46.5,偏多震荡,16.85,18.11,中等风险
873,300196.SZ,长海股份,58.2,60.0,57.9,55.6,偏多震荡,18.03,19.27,高风险
874,603737.SH,三棵树,58.2,61.2,60.0,50.7,看涨,52.39,58.37,高风险
875,300487.SZ,蓝晓科技,58.2,59.0,58.4,56.8,偏多震荡,67.08,71.66,中等风险
876,603129.SH,春风动力,58.2,67.3,56.0,46.6,震荡整理,233.20,256.20,中等风险
877,688025.SH,杰普特,58.2,69.2,52.2,48.9,偏多震荡,184.32,227.68,高风险
878,003021.SZ,兆威机电,58.2,56.4,60.7,57.7,偏多震荡,120.47,132.95,高风险
879,003017.SZ,大洋生物,58.2,63.0,57.9,50.8,偏多震荡,32.46,32.90,中等风险
880,300926.SZ,博俊科技,58.2,71.2,50.0,49.0,震荡整理,29.23,30.85,中等风险
881,688077.SH,大地熊,58.2,58.1,66.5,46.6,偏多震荡,33.54,36.41,高风险
882,688708.SH,佳驰科技,58.2,54.0,65.0,55.2,偏多震荡,62.04,67.29,中等风险
883,603271.SH,永杰新材,58.2,63.8,54.5,54.4,偏多震荡,43.58,50.04,高风险
884,000528.SZ,柳工,58.1,55.0,67.4,49.9,偏多震荡,11.01,11.87,中等风险
885,600633.SH,浙数文化,58.1,57.6,65.3,48.9,偏多震荡,14.98,16.29,高风险
886,600648.SH,外高桥,58.1,41.2,80.2,54.4,看涨,10.39,10.85,低风险
887,600750.SH,华润江中,58.1,59.2,64.1,47.8,偏多震荡,24.26,25.66,中等风险
888,300865.SZ,大宏立,58.1,50.2,75.3,46.7,看涨,28.98,30.45,中等风险
889,003002.SZ,壶化股份,58.1,67.2,55.6,47.0,震荡整理,25.69,27.99,中等风险
890,603890.SH,春秋电子,58.1,65.5,57.5,46.9,震荡整理,14.94,15.90,中等风险
891,601598.SH,中国外运,58.1,56.8,66.9,48.0,偏多震荡,5.67,6.03,中等风险
892,688513.SH,苑东生物,58.1,56.6,61.2,56.2,看涨,61.72,71.00,高风险
893,300913.SZ,兆龙互连,58.1,65.2,59.8,44.4,震荡整理,51.10,56.92,高风险
894,301181.SZ,标榜股份,58.1,57.2,60.9,55.7,看涨,41.22,46.48,高风险
895,688786.SH,悦安新材,58.1,58.4,65.4,47.5,偏多震荡,29.96,32.87,中等风险
896,001308.SZ,康冠科技,58.1,56.8,61.2,55.8,偏多震荡,21.57,22.39,低风险
897,001316.SZ,润贝航科,58.1,65.5,60.1,43.5,震荡整理,46.81,56.89,高风险
898,301511.SZ,德福科技,58.1,49.2,70.2,55.4,偏多震荡,30.41,31.80,中等风险
899,603406.SH,天富龙,58.1,54.3,65.0,54.4,偏多震荡,37.84,39.16,低风险
900,000623.SZ,吉林敖东,58.0,66.3,57.0,46.3,震荡整理,17.90,18.98,中等风险
901,600109.SH,国金证券,58.0,64.5,56.0,50.5,震荡整理,8.93,9.31,低风险
902,600835.SH,上海机电,58.0,50.5,73.5,48.4,偏多震荡,27.54,29.28,中等风险
903,002123.SZ,梦网科技,58.0,33.0,90.0,53.2,偏多震荡,11.81,12.92,中等风险
904,002489.SZ,浙江永强,58.0,70.3,50.0,49.5,震荡整理,3.54,3.72,中等风险
905,300305.SZ,裕兴股份,58.0,37.4,89.4,47.1,偏多震荡,6.55,6.85,中等风险
906,002497.SZ,雅化集团,58.0,60.5,56.5,55.9,偏多震荡,26.07,27.32,高风险
907,002626.SZ,金达威,58.0,67.2,56.0,46.2,震荡整理,18.08,19.22,中等风险
908,002701.SZ,奥瑞金,58.0,66.3,57.5,45.5,震荡整理,5.45,5.73,中等风险
909,002728.SZ,特一药业,58.0,70.0,53.0,45.9,震荡整理,11.56,13.02,高风险
910,002905.SZ,金逸影视,58.0,59.0,63.5,48.5,偏多震荡,11.59,14.21,高风险
911,002730.SZ,电光科技,58.0,51.9,66.5,56.0,看涨,16.11,16.32,中等风险
912,603730.SH,岱美股份,58.0,51.1,70.2,52.1,看涨,10.79,11.58,高风险
913,603036.SH,如通股份,58.0,63.9,55.6,52.0,震荡整理,19.45,21.05,中等风险
914,603029.SH,天鹅股份,58.0,56.8,63.5,52.2,看涨,19.65,20.41,中等风险
915,603229.SH,奥翔药业,58.0,55.9,62.9,54.3,看涨,9.62,10.17,中等风险
916,301302.SZ,华如科技,58.0,45.1,74.0,56.4,看涨,24.19,26.45,中等风险
917,300856.SZ,科思股份,58.0,45.0,80.2,47.8,震荡整理,13.23,14.17,中等风险
918,688050.SH,爱博医疗,58.0,58.2,59.0,56.2,偏多震荡,59.38,61.33,低风险
919,688696.SH,极米科技,58.0,61.0,59.7,50.8,偏多震荡,95.51,104.17,中等风险
920,300979.SZ,华利集团,58.0,61.1,62.4,47.0,偏多震荡,47.05,49.57,中等风险
921,301027.SZ,华蓝集团,58.0,58.4,66.9,44.8,震荡整理,17.96,19.70,中等风险
922,688267.SH,中触媒,58.0,72.5,47.7,49.3,看涨,28.30,30.84,中等风险
923,600448.SH,华纺股份,57.9,39.0,81.5,55.0,看涨,3.30,3.47,中等风险
924,300132.SZ,青松股份,57.9,67.8,53.4,48.3,偏多震荡,8.45,9.15,中等风险
925,300190.SZ,维尔利,57.9,43.5,74.0,58.6,看涨,4.57,4.77,中等风险
926,300320.SZ,海达股份,57.9,62.4,61.2,45.9,震荡整理,10.57,11.45,中等风险
927,601595.SH,上海电影,57.9,59.2,59.6,53.4,偏多震荡,31.06,33.78,高风险
928,600936.SH,北投科技,57.9,43.6,82.0,47.0,偏多震荡,4.25,4.49,中等风险
929,300573.SZ,兴齐眼药,57.9,77.2,42.1,49.3,震荡整理,67.22,71.14,中等风险
930,002875.SZ,安奈儿,57.9,37.4,83.8,54.5,看涨,16.98,17.94,中等风险
