排名,代码,名称,综合评分,基本面,技术面,资金面,预测方向,目标价低,目标价高,风险等级
2972,920091.BJ,大鹏工业,50.4,50.0,49.8,52.0,震荡整理,64.47,72.65,高风险
2973,000856.SZ,冀东装备,50.3,38.5,63.5,50.8,震荡整理,10.68,11.66,中等风险
2974,000869.SZ,张裕Ａ,50.3,49.0,50.3,52.5,震荡整理,20.13,21.11,低风险
2975,600084.SH,中信尼雅,50.3,44.1,54.2,54.9,偏多震荡,6.35,7.67,高风险
2976,600191.SH,华资实业,50.3,51.1,49.8,49.9,偏多震荡,11.17,12.79,高风险
2977,600426.SH,华鲁恒升,50.3,52.1,42.5,58.3,震荡整理,33.44,37.82,高风险
2978,600970.SH,中材国际,50.3,51.6,47.7,51.7,偏多震荡,10.19,11.03,中等风险
2979,002258.SZ,利尔化学,50.3,65.7,33.1,49.9,偏空震荡,14.83,16.89,高风险
2980,002404.SZ,嘉欣丝绸,50.3,57.1,43.9,48.2,震荡整理,7.05,7.53,中等风险
2981,002451.SZ,摩恩电气,50.3,44.1,59.0,47.9,震荡整理,9.68,10.52,中等风险
2982,002572.SZ,索菲亚,50.3,49.9,52.2,48.4,偏多震荡,13.88,14.92,中等风险
2983,601800.SH,中国交建,50.3,49.5,51.4,50.2,震荡整理,7.87,8.17,低风险
2984,603861.SH,白云电器,50.3,46.0,49.6,58.2,偏多震荡,15.61,18.33,高风险
2985,002687.SZ,乔治白,50.3,45.8,56.0,49.7,震荡整理,4.99,5.29,中等风险
2986,300352.SZ,北信源,50.3,35.2,60.7,59.8,偏多震荡,6.80,7.02,高风险
2987,002843.SZ,泰嘉股份,50.3,39.9,57.9,56.2,偏多震荡,19.81,21.89,高风险
2988,603005.SH,晶方科技,50.3,64.2,38.0,45.2,偏空震荡,29.33,31.09,高风险
2989,601865.SH,福莱特,50.3,41.5,59.0,52.1,震荡整理,15.62,17.64,高风险
2990,603355.SH,莱克电气,50.3,53.5,48.1,48.3,震荡整理,29.56,32.32,中等风险
2991,002788.SZ,鹭燕医药,50.3,53.1,49.8,46.4,震荡整理,14.48,16.16,高风险
2992,603589.SH,口子窖,50.3,51.5,47.5,52.4,偏空震荡,27.33,29.59,中等风险
2993,603811.SH,诚意药业,50.3,65.6,33.1,49.8,偏空震荡,11.29,11.77,中等风险
2994,603305.SH,旭升集团,50.3,50.2,52.0,48.0,震荡整理,16.34,18.20,高风险
2995,002908.SZ,德生科技,50.3,37.8,66.5,47.5,偏多震荡,9.89,10.73,中等风险
2996,603650.SH,彤程新材,50.3,52.8,53.4,42.1,震荡整理,56.02,61.80,高风险
2997,688123.SH,聚辰股份,50.3,66.5,30.8,51.7,偏空震荡,144.44,156.51,高风险
2998,605318.SH,法狮龙,50.3,47.4,55.9,47.0,偏多震荡,72.16,80.24,高风险
2999,603102.SH,百合股份,50.3,61.4,37.2,50.7,震荡整理,43.39,45.73,中等风险
3000,605286.SH,同力天启,50.3,50.9,50.0,49.9,偏多震荡,36.96,39.60,中等风险
3001,688280.SH,精进电动-UW,50.3,60.8,36.1,53.4,偏空震荡,10.33,11.85,高风险
3002,301118.SZ,恒光股份,50.3,51.1,48.8,51.0,震荡整理,24.57,27.17,高风险
3003,688729.SH,屹唐股份,50.3,53.9,50.0,44.9,震荡整理,24.44,26.40,中等风险
3004,920245.BJ,威博液压,50.3,42.3,59.8,50.0,震荡整理,26.82,28.40,中等风险
3005,000062.SZ,深圳华强,50.2,56.6,44.0,48.6,震荡整理,23.48,25.16,中等风险
3006,000639.SZ,西王食品,50.2,43.9,56.0,52.3,震荡整理,2.73,2.97,中等风险
3007,000663.SZ,永安林业,50.2,42.5,55.6,55.0,偏多震荡,7.77,8.43,中等风险
3008,600063.SH,皖维高新,50.2,59.0,44.0,44.9,震荡整理,6.43,7.35,高风险
3009,600203.SH,福日电子,50.2,50.6,44.0,58.4,震荡整理,12.33,12.93,低风险
3010,600318.SH,新力金融,50.2,51.4,50.0,48.7,偏空震荡,8.53,8.85,低风险
3011,600470.SH,六国化工,50.2,30.8,69.7,54.1,看涨,6.25,6.94,高风险
3012,002481.SZ,双塔食品,50.2,38.5,64.2,49.2,震荡整理,4.84,5.08,低风险
3013,002565.SZ,顺灏股份,50.2,51.9,51.4,45.7,偏空震荡,13.65,16.89,高风险
3014,601636.SH,旗滨集团,50.2,58.9,44.0,44.8,震荡整理,6.66,7.52,高风险
3015,300675.SZ,建科院,50.2,28.2,75.9,49.4,偏多震荡,15.99,17.05,中等风险
3016,301068.SZ,大地海洋,50.2,35.4,66.9,50.6,偏多震荡,26.44,28.15,中等风险
3017,688398.SH,赛特新材,50.2,46.5,52.0,53.8,震荡整理,22.72,25.52,高风险
3018,688092.SH,爱科科技,50.2,54.0,46.9,48.8,震荡整理,29.70,31.92,中等风险
3019,300919.SZ,中伟新材,50.2,50.6,45.2,56.7,偏多震荡,51.17,58.45,高风险
3020,301159.SZ,三维天地,50.2,49.1,53.0,47.9,震荡整理,44.45,52.01,高风险
3021,688670.SH,金迪克,50.2,44.5,59.0,46.9,震荡整理,18.46,20.94,高风险
3022,301288.SZ,*ST清研,50.2,50.5,53.4,45.1,震荡整理,18.64,20.56,高风险
3023,001258.SZ,立新能源,50.2,47.1,56.4,46.6,偏多震荡,7.32,7.74,中等风险
3024,688238.SH,和元生物,50.2,38.5,65.0,48.2,震荡整理,6.81,7.37,中等风险
3025,688351.SH,微电生理,50.2,56.6,42.1,51.5,偏空震荡,22.61,24.13,中等风险
3026,688381.SH,帝奥微,50.2,42.2,58.4,51.5,偏多震荡,23.89,26.03,中等风险
3027,920866.BJ,绿亨科技,50.2,51.2,50.8,47.9,偏空震荡,8.07,8.79,中等风险
3028,301508.SZ,中机认检,50.2,56.5,44.4,48.4,震荡整理,32.05,33.55,低风险
3029,301630.SZ,同宇新材,50.2,54.1,44.4,51.9,震荡整理,175.50,186.80,中等风险
3030,000636.SZ,风华高科,50.1,55.8,39.0,56.6,震荡整理,19.74,22.80,高风险
3031,600118.SH,中国卫星,50.1,51.2,53.1,44.3,震荡整理,81.62,90.88,高风险
3032,600720.SH,中交设计,50.1,52.4,44.4,54.4,震荡整理,7.10,7.36,低风险
3033,600825.SH,新华传媒,50.1,50.8,48.9,50.6,震荡整理,6.34,6.88,中等风险
3034,600997.SH,开滦股份,50.1,43.0,56.6,52.3,震荡整理,5.73,6.31,中等风险
3035,601333.SH,广深铁路,50.1,66.8,26.8,56.0,震荡整理,2.99,3.13,低风险
3036,002606.SZ,大连电瓷,50.1,55.2,38.5,58.1,震荡整理,10.88,12.34,高风险
3037,002581.SZ,ST未名,50.1,36.5,62.0,55.4,偏多震荡,7.46,7.98,中等风险
3038,300390.SZ,天华新能,50.1,47.2,57.6,44.2,偏空震荡,44.70,52.02,高风险
3039,603618.SH,杭电股份,50.1,31.2,74.8,45.6,偏多震荡,12.92,16.10,高风险
3040,603869.SH,ST智知,50.1,62.2,36.5,49.9,偏空震荡,9.31,9.96,中等风险
3041,300783.SZ,三只松鼠,50.1,49.2,54.2,45.8,震荡整理,21.40,23.14,中等风险
3042,300828.SZ,锐新科技,50.1,47.2,48.8,56.5,震荡整理,24.38,28.60,高风险
3043,688097.SH,博众精工,50.1,59.0,37.0,54.3,震荡整理,40.90,46.10,高风险
3044,601665.SH,齐鲁银行,50.1,62.9,36.9,48.2,震荡整理,5.63,5.97,中等风险
3045,688676.SH,金盘科技,50.1,57.4,44.0,46.8,偏空震荡,88.42,103.26,高风险
3046,301278.SZ,快可电子,50.1,43.0,60.0,47.4,震荡整理,36.09,39.91,高风险
3047,920627.BJ,力王股份,50.1,40.1,63.5,47.2,震荡整理,22.62,24.96,高风险
3048,920504.BJ,博迅生物,50.1,49.1,50.0,51.7,震荡整理,24.29,25.79,中等风险
3049,920060.BJ,万源通,50.1,55.5,44.4,49.6,偏空震荡,31.15,32.79,中等风险
3050,000402.SZ,金融街,50.0,42.1,58.5,50.7,震荡整理,2.70,2.92,中等风险
3051,000417.SZ,合百集团,50.0,45.0,59.7,44.3,震荡整理,7.67,8.39,中等风险
3052,000722.SZ,湖南发展,50.0,58.9,41.0,48.3,偏空震荡,12.07,12.93,中等风险
3053,000796.SZ,凯撒旅业,50.0,41.2,67.4,39.6,震荡整理,5.99,6.59,中等风险
3054,600267.SH,海正药业,50.0,54.1,42.1,54.3,震荡整理,9.98,10.64,中等风险
3055,600545.SH,卓郎智能,50.0,35.4,59.8,59.5,偏多震荡,2.83,2.69,高风险
3056,600635.SH,大众公用,50.0,57.9,44.4,45.1,偏空震荡,6.06,6.36,低风险
3057,600711.SH,盛屯矿业,50.0,58.5,35.1,57.3,震荡整理,14.87,17.55,高风险
3058,600880.SH,博瑞传播,50.0,47.7,47.2,57.5,震荡整理,5.54,6.20,高风险
3059,002169.SZ,智光电气,50.0,49.8,43.9,58.9,震荡整理,14.30,16.30,高风险
3060,002265.SZ,建设工业,50.0,35.2,65.3,52.1,震荡整理,23.95,25.23,中等风险
3061,300375.SZ,鹏翎股份,50.0,46.4,55.0,48.8,震荡整理,5.57,6.15,高风险
3062,300507.SZ,苏奥传感,50.0,48.8,51.9,49.1,震荡整理,9.39,10.09,中等风险
3063,300469.SZ,信息发展,50.0,33.4,63.5,57.5,偏多震荡,67.54,70.21,高风险
3064,603689.SH,皖天然气,50.0,52.9,44.8,52.8,震荡整理,8.12,8.44,低风险
3065,300691.SZ,联合光电,50.0,38.5,63.5,49.4,震荡整理,17.25,18.31,中等风险
3066,300853.SZ,申昊科技,50.0,42.6,57.5,51.3,偏多震荡,21.79,23.37,中等风险
3067,002938.SZ,鹏鼎控股,50.0,61.2,40.1,45.8,偏空震荡,52.86,57.17,高风险
3068,603053.SH,成都燃气,50.0,55.0,44.4,49.7,震荡整理,9.65,10.07,低风险
3069,688360.SH,德马科技,50.0,49.9,50.0,50.3,震荡整理,19.17,20.49,中等风险
3070,688289.SH,圣湘生物,50.0,54.2,44.4,51.2,震荡整理,18.63,19.99,中等风险
3071,688308.SH,欧科亿,50.0,46.0,46.6,61.0,偏多震荡,50.90,62.70,高风险
3072,688680.SH,海优新材,50.0,40.9,61.2,48.9,偏多震荡,55.88,68.44,高风险
3073,688239.SH,航宇科技,50.0,48.8,53.0,47.6,震荡整理,71.52,83.16,高风险
3074,688302.SH,海创药业-U,50.0,48.9,54.2,45.9,震荡整理,43.51,46.69,中等风险
3075,301413.SZ,安培龙,50.0,55.4,48.4,43.5,偏空震荡,148.40,173.92,高风险
3076,688331.SH,荣昌生物,50.0,48.9,53.4,47.0,震荡整理,95.26,107.12,高风险
3077,688244.SH,永信至诚,50.0,32.5,70.8,48.8,偏多震荡,23.42,25.86,高风险
3078,301329.SZ,信音电子,50.0,54.6,44.4,50.5,偏空震荡,23.28,25.12,中等风险
3079,920892.BJ,广咨国际,50.0,56.1,44.1,48.6,偏空震荡,15.87,17.51,高风险
3080,920914.BJ,远航精密,50.0,53.8,42.7,54.3,震荡整理,26.64,29.74,高风险
3081,688334.SH,西高院,50.0,67.2,29.7,50.9,偏空震荡,23.30,24.80,中等风险
3082,920926.BJ,鸿智科技,50.0,52.0,48.6,48.6,震荡整理,16.08,17.82,高风险
3083,000825.SZ,太钢不锈,49.9,58.4,38.8,52.0,震荡整理,4.58,5.08,高风险
3084,600055.SH,万东医疗,49.9,38.2,62.9,50.5,偏多震荡,15.41,16.17,低风险
3085,600339.SH,中油工程,49.9,47.1,50.0,54.3,偏多震荡,3.58,4.12,高风险
3086,600962.SH,国投中鲁,49.9,62.6,33.5,52.5,震荡整理,20.85,22.79,中等风险
3087,002064.SZ,华峰化学,49.9,50.8,42.5,58.7,偏多震荡,11.39,13.23,高风险
3088,300121.SZ,阳谷华泰,49.9,57.9,42.1,47.9,偏空震荡,12.74,13.41,中等风险
3089,002554.SZ,惠博普,49.9,47.9,54.3,46.8,震荡整理,3.51,4.09,高风险
3090,002552.SZ,宝鼎科技,49.9,39.2,63.5,47.9,震荡整理,18.23,21.21,高风险
3091,300217.SZ,东方电热,49.9,44.8,59.0,45.3,偏空震荡,5.68,6.34,高风险
3092,002783.SZ,凯龙股份,49.9,53.5,47.7,47.3,震荡整理,9.39,10.15,中等风险
3093,603606.SH,东方电缆,49.9,56.9,41.6,50.4,偏空震荡,53.94,57.32,中等风险
3094,603977.SH,国泰集团,49.9,48.8,50.0,51.7,偏多震荡,13.84,14.98,中等风险
3095,603886.SH,元祖股份,49.9,45.5,54.2,50.8,震荡整理,12.86,13.64,中等风险
3096,300538.SZ,同益股份,49.9,48.1,50.7,51.6,震荡整理,16.08,17.16,中等风险
3097,301005.SZ,超捷股份,49.9,52.6,48.6,47.3,震荡整理,143.21,171.83,高风险
3098,301310.SZ,鑫宏业,49.9,48.1,54.2,46.9,震荡整理,37.66,39.94,中等风险
3099,688439.SH,振华风光,49.9,41.8,55.6,54.7,震荡整理,58.64,62.56,中等风险
3100,603120.SH,肯特催化,49.9,51.6,46.6,51.9,震荡整理,38.65,45.15,高风险
3101,000027.SZ,深圳能源,49.8,57.9,42.1,47.5,震荡整理,6.46,6.76,低风险
3102,000619.SZ,海螺新材,49.8,39.0,60.4,52.1,偏多震荡,6.36,6.70,中等风险
3103,000737.SZ,北方铜业,49.8,57.3,44.1,45.8,偏空震荡,14.40,17.72,高风险
3104,600221.SH,海航控股,49.8,56.4,44.4,46.9,偏空震荡,1.62,1.72,中等风险
3105,600516.SH,方大炭素,49.8,40.5,59.0,51.8,震荡整理,5.33,5.87,高风险
3106,600725.SH,云维股份,49.8,37.0,60.7,55.1,偏多震荡,4.65,4.91,高风险
3107,600985.SH,淮北矿业,49.8,46.2,53.0,51.0,偏多震荡,12.43,13.69,中等风险
3108,002140.SZ,东华科技,49.8,58.6,40.1,49.1,偏空震荡,11.06,12.26,高风险
3109,300185.SZ,通裕重工,49.8,56.5,45.5,45.2,偏空震荡,2.86,3.06,中等风险
3110,002633.SZ,申科股份,49.8,42.0,61.2,46.3,震荡整理,16.41,17.49,中等风险
3111,002670.SZ,国盛证券,49.8,53.5,51.4,41.8,偏空震荡,15.34,16.36,中等风险
3112,603158.SH,腾龙股份,49.8,49.8,51.1,47.9,震荡整理,10.47,11.37,中等风险
3113,603868.SH,飞科电器,49.8,55.2,44.4,48.6,偏空震荡,37.29,37.55,中等风险
3114,002929.SZ,润建股份,49.8,37.2,63.5,50.6,偏多震荡,48.26,48.35,高风险
3115,002930.SZ,宏川智慧,49.8,33.2,63.5,57.1,偏多震荡,12.50,13.35,中等风险
3116,300857.SZ,协创数据,49.8,56.6,46.6,43.4,偏空震荡,228.80,266.94,高风险
3117,688208.SH,道通科技,49.8,67.8,24.1,56.9,偏空震荡,33.75,35.57,中等风险
3118,688155.SH,先惠技术,49.8,53.8,49.6,43.6,震荡整理,85.43,99.13,高风险
3119,688067.SH,爱威科技,49.8,58.5,38.8,51.3,震荡整理,27.29,29.51,中等风险
3120,688206.SH,概伦电子,49.8,57.8,44.0,45.2,偏空震荡,35.66,40.12,高风险
3121,000697.SZ,ST炼石,49.7,35.1,66.2,50.0,震荡整理,8.59,9.07,中等风险
3122,000877.SZ,天山股份,49.7,46.2,51.9,52.3,震荡整理,5.10,5.56,中等风险
3123,600171.SH,上海贝岭,49.7,51.9,44.4,53.5,震荡整理,29.99,32.13,中等风险
3124,600295.SH,鄂尔多斯,49.7,53.0,41.9,55.5,震荡整理,14.63,16.43,高风险
3125,600409.SH,三友化工,49.7,40.8,60.0,49.6,震荡整理,7.00,8.10,高风险
3126,600543.SH,莫高股份,49.7,36.5,60.9,55.0,偏多震荡,5.07,5.61,高风险
3127,600601.SH,方正科技,49.7,61.2,41.6,42.8,看跌,10.50,11.37,中等风险
3128,600696.SH,*ST岩石,49.7,30.2,70.2,52.3,偏多震荡,1.90,2.27,高风险
3129,600734.SH,实达集团,49.7,32.8,65.0,55.3,震荡整理,4.27,4.65,中等风险
3130,600790.SH,轻纺城,49.7,38.2,58.4,56.1,震荡整理,3.87,4.09,中等风险
3131,600865.SH,百大集团,49.7,44.7,52.7,53.3,震荡整理,11.90,13.38,高风险
3132,002145.SZ,钛能化学,49.7,47.7,55.6,44.5,偏空震荡,4.74,5.20,中等风险
3133,002177.SZ,御银股份,49.7,44.9,56.8,47.5,震荡整理,8.04,8.94,高风险
3134,300020.SZ,ST银江,49.7,33.8,70.2,46.3,偏多震荡,4.26,4.62,中等风险
3135,002367.SZ,康力电梯,49.7,59.9,38.8,48.8,震荡整理,7.86,8.30,中等风险
3136,300136.SZ,信维通信,49.7,50.6,48.9,49.5,震荡整理,66.12,80.28,高风险
3137,002526.SZ,山东矿机,49.7,47.9,51.8,49.8,震荡整理,3.68,3.94,中等风险
3138,300256.SZ,星星科技,49.7,49.8,50.0,49.3,偏空震荡,3.83,3.97,低风险
3139,601515.SH,衢州东峰,49.7,42.9,61.3,44.4,震荡整理,4.57,4.97,中等风险
3140,300387.SZ,富邦科技,49.7,56.4,38.5,54.6,震荡整理,8.80,9.48,中等风险
3141,603883.SH,老百姓,49.7,48.5,51.4,49.3,震荡整理,14.53,15.27,中等风险
3142,603901.SH,永创智能,49.7,58.9,36.9,53.0,震荡整理,14.13,15.09,中等风险
3143,301076.SZ,新瀚新材,49.7,58.9,42.5,45.0,偏空震荡,41.55,45.35,中等风险
3144,300825.SZ,阿尔特,49.7,42.9,57.5,49.7,震荡整理,10.05,10.89,中等风险
3145,688132.SH,邦彦技术,49.7,36.5,65.3,48.9,偏多震荡,19.04,20.60,中等风险
3146,301219.SZ,腾远钴业,49.7,65.2,34.2,46.6,偏空震荡,65.50,71.41,高风险
3147,688119.SH,中钢洛耐,49.7,48.6,55.4,43.6,震荡整理,5.59,6.45,高风险
3148,301558.SZ,三态股份,49.7,49.8,50.7,48.0,震荡整理,8.82,9.66,中等风险
3149,920701.BJ,豪声电子,49.7,53.4,44.4,51.1,偏空震荡,17.88,18.29,中等风险
3150,301595.SZ,太力科技,49.7,51.2,46.6,51.8,震荡整理,54.40,62.72,高风险
3151,001325.SZ,元创股份,49.7,54.2,50.0,41.9,震荡整理,49.42,51.78,低风险
3152,301609.SZ,山大电力,49.7,56.0,44.1,47.6,震荡整理,45.16,49.74,高风险
3153,920123.BJ,芭薇股份,49.7,52.4,47.5,48.5,偏空震荡,14.91,15.29,中等风险
3154,000605.SZ,渤海股份,49.6,47.5,50.0,52.5,偏多震荡,7.05,7.32,低风险
3155,600536.SH,中国软件,49.6,44.8,50.0,56.9,偏多震荡,43.89,46.37,中等风险
3156,600796.SH,钱江生化,49.6,53.3,42.8,53.1,震荡整理,6.34,6.98,高风险
3157,002007.SZ,华兰生物,49.6,58.6,39.1,49.9,震荡整理,14.98,15.64,低风险
3158,300057.SZ,万顺新材,49.6,36.5,65.8,48.0,偏多震荡,5.50,6.06,中等风险
3159,300115.SZ,长盈精密,49.6,42.5,60.0,46.6,震荡整理,38.15,42.29,高风险
3160,601326.SH,秦港股份,49.6,58.6,35.0,55.6,偏空震荡,3.27,3.47,中等风险
3161,603696.SH,安记食品,49.6,51.6,46.6,50.5,偏空震荡,18.40,19.22,高风险
3162,002742.SZ,*ST三圣,49.6,35.2,65.0,51.1,偏多震荡,4.05,4.37,中等风险
3163,300490.SZ,华自科技,49.6,37.0,63.5,50.3,偏多震荡,15.47,18.35,高风险
3164,603968.SH,醋化股份,49.6,43.9,48.8,59.7,偏多震荡,15.25,17.09,高风险
3165,002841.SZ,视源股份,49.6,55.9,41.6,50.8,震荡整理,37.52,39.88,中等风险
3166,600025.SH,华能水电,49.6,54.1,42.1,53.1,震荡整理,8.89,9.15,低风险
3167,603897.SH,长城科技,49.6,56.8,41.6,49.1,震荡整理,25.92,27.42,中等风险
3168,300785.SZ,值得买,49.6,53.5,48.9,44.3,偏空震荡,52.69,69.15,高风险
3169,300749.SZ,顶固集创,49.6,47.8,55.9,43.7,震荡整理,25.92,31.40,高风险
3170,603867.SH,新化股份,49.6,55.5,44.0,47.9,震荡整理,29.31,32.93,高风险
3171,605128.SH,上海沿浦,49.6,58.1,41.6,47.3,震荡整理,36.92,39.92,中等风险
3172,605222.SH,起帆电缆,49.6,44.5,57.0,47.5,震荡整理,19.73,21.89,高风险
3173,605300.SH,佳禾食品,49.6,47.5,51.4,50.6,偏空震荡,11.27,11.89,中等风险
3174,688052.SH,纳芯微,49.6,51.2,44.0,54.9,震荡整理,166.07,192.43,高风险
3175,301285.SZ,鸿日达,49.6,40.2,56.8,54.5,偏多震荡,75.21,84.79,高风险
3176,920768.BJ,拾比佰,49.6,65.2,30.3,51.5,震荡整理,12.66,13.58,中等风险
3177,920726.BJ,朱老六,49.6,47.0,53.1,48.9,震荡整理,19.99,23.13,高风险
3178,920580.BJ,科创新材,49.6,58.0,42.1,46.6,偏空震荡,14.69,15.69,中等风险
3179,688475.SH,萤石网络,49.6,57.1,41.6,48.9,震荡整理,29.50,31.08,中等风险
3180,920207.BJ,众诚科技,49.6,44.6,53.4,52.2,偏多震荡,29.12,33.08,高风险
3181,920663.BJ,明阳科技,49.6,62.1,35.9,48.7,看跌,16.45,17.02,中等风险
3182,688515.SH,裕太微-U,49.6,47.6,53.1,47.8,震荡整理,122.22,137.92,高风险
3183,000661.SZ,长春高新,49.5,50.2,50.0,47.6,偏空震荡,84.96,89.80,中等风险
3184,000668.SZ,*ST荣控,49.5,49.4,49.6,49.4,震荡整理,12.84,14.56,高风险
3185,000929.SZ,*ST兰黄,49.5,47.9,49.6,51.8,震荡整理,9.76,10.46,中等风险
3186,600081.SH,东风科技,49.5,43.1,55.6,51.3,震荡整理,11.67,12.09,低风险
3187,600127.SH,金健米业,49.5,52.2,44.4,52.4,偏空震荡,6.41,6.85,中等风险
3188,002238.SZ,天威视讯,49.5,35.6,65.0,49.9,震荡整理,8.48,9.54,高风险
3189,300012.SZ,华测检测,49.5,59.2,32.6,57.7,偏多震荡,15.27,16.49,中等风险
3190,002527.SZ,新时达,49.5,57.6,41.6,47.8,偏空震荡,15.73,16.77,中等风险
3191,300729.SZ,乐歌股份,49.5,51.1,44.4,53.9,震荡整理,13.66,14.22,低风险
3192,300579.SZ,数字认证,49.5,28.9,70.2,53.4,偏多震荡,32.06,34.62,中等风险
3193,300433.SZ,蓝思科技,49.5,55.2,44.4,47.6,震荡整理,32.73,35.85,中等风险
3194,300664.SZ,鹏鹞环保,49.5,57.1,42.5,47.0,偏空震荡,5.45,5.71,低风险
3195,300446.SZ,航天智造,49.5,61.5,38.8,45.2,偏空震荡,23.11,23.74,中等风险
3196,300889.SZ,爱克股份,49.5,45.1,55.9,47.6,震荡整理,24.59,26.87,中等风险
3197,688580.SH,伟思医疗,49.5,63.9,32.4,50.5,偏空震荡,55.19,59.43,中等风险
3198,688217.SH,睿昂基因,49.5,41.0,57.5,51.8,偏多震荡,30.02,32.20,中等风险
3199,301122.SZ,采纳股份,49.5,43.0,53.9,53.7,震荡整理,30.31,33.67,高风险
3200,301319.SZ,唯特偶,49.5,54.0,44.0,49.8,偏空震荡,43.83,47.69,中等风险
3201,301525.SZ,儒竞科技,49.5,51.6,44.0,53.8,震荡整理,80.21,90.29,高风险
3202,603004.SH,鼎龙科技,49.5,57.6,40.0,50.0,震荡整理,23.65,25.55,中等风险
3203,603341.SH,龙旗科技,49.5,46.9,50.0,52.8,偏多震荡,45.65,49.87,中等风险
3204,600038.SH,中直股份,49.4,43.4,50.0,58.3,偏多震荡,37.22,38.66,中等风险
3205,002166.SZ,莱茵生物,49.4,51.5,48.1,47.7,震荡整理,8.52,9.14,中等风险
3206,002424.SZ,ST百灵,49.4,36.5,62.8,51.4,震荡整理,4.24,4.48,中等风险
3207,002437.SZ,誉衡药业,49.4,60.6,42.1,41.6,偏空震荡,3.36,3.40,中等风险
3208,601992.SH,金隅集团,49.4,37.6,60.0,53.6,偏多震荡,1.93,2.17,高风险
3209,002667.SZ,威领股份,49.4,35.2,65.0,50.4,偏多震荡,18.68,22.97,高风险
3210,300887.SZ,谱尼测试,49.4,40.6,53.4,58.0,偏多震荡,11.67,12.96,中等风险
3211,300365.SZ,恒华科技,49.4,50.8,44.0,54.6,偏空震荡,6.07,6.53,中等风险
3212,603958.SH,哈森股份,49.4,49.0,49.6,49.7,震荡整理,17.48,21.50,高风险
3213,603505.SH,金石资源,49.4,51.6,50.0,45.2,震荡整理,18.30,20.02,中等风险
3214,300701.SZ,森霸传感,49.4,59.5,39.9,46.5,看跌,12.39,12.94,中等风险
3215,300603.SZ,立昂技术,49.4,38.5,63.5,47.2,震荡整理,10.36,11.44,高风险
3216,300673.SZ,佩蒂股份,49.4,47.8,50.0,51.3,震荡整理,16.81,17.85,中等风险
3217,603693.SH,江苏新能,49.4,53.8,42.5,52.2,偏空震荡,12.28,12.42,中等风险
3218,603713.SH,密尔克卫,49.4,54.9,39.0,55.0,震荡整理,61.26,67.50,高风险
3219,300454.SZ,深信服,49.4,53.2,37.0,60.5,震荡整理,134.13,158.89,高风险
3220,300797.SZ,钢研纳克,49.4,55.5,44.4,46.5,震荡整理,17.09,18.37,中等风险
3221,002990.SZ,盛视科技,49.4,46.8,50.0,52.7,偏空震荡,27.22,28.90,中等风险
3222,300917.SZ,特发服务,49.4,54.0,47.2,45.0,偏空震荡,37.90,40.85,高风险
3223,688328.SH,深科达,49.4,62.5,32.4,52.2,偏空震荡,31.38,33.02,高风险
3224,605365.SH,立达信,49.4,46.5,55.1,45.9,震荡整理,19.12,20.50,中等风险
3225,688147.SH,微导纳米,49.4,56.2,48.8,39.4,偏空震荡,87.15,102.81,高风险
3226,688502.SH,茂莱光学,49.4,58.8,38.4,49.9,偏空震荡,349.09,384.77,高风险
3227,301222.SZ,浙江恒威,49.4,50.6,47.8,49.6,震荡整理,30.83,34.73,高风险
3228,688192.SH,迪哲医药-U,49.4,43.4,55.6,50.3,震荡整理,51.53,56.17,中等风险
3229,301379.SZ,天山电子,49.4,56.4,41.6,49.0,震荡整理,26.58,29.02,中等风险
3230,688472.SH,阿特斯,49.4,42.9,57.5,48.3,震荡整理,13.28,15.32,高风险
3231,688458.SH,美芯晟,49.4,57.5,44.0,43.9,偏空震荡,40.25,42.71,高风险
3232,688591.SH,泰凌微,49.4,70.0,24.1,52.0,偏空震荡,41.67,45.57,中等风险
3233,603262.SH,技源集团,49.4,53.5,46.1,47.5,偏空震荡,26.86,28.24,中等风险
3234,000100.SZ,TCL科技,49.3,62.2,38.8,43.5,偏空震荡,4.38,4.74,中等风险
3235,000544.SZ,中原环保,49.3,53.0,43.9,51.1,震荡整理,8.32,8.64,低风险
3236,000931.SZ,中关村,49.3,44.9,54.8,48.5,震荡整理,4.94,5.22,中等风险
3237,000978.SZ,桂林旅游,49.3,51.9,41.0,56.9,偏多震荡,7.00,7.48,中等风险
3238,600173.SH,卧龙新能,49.3,40.7,60.0,48.1,震荡整理,7.68,8.92,高风险
3239,600593.SH,大连圣亚,49.3,52.2,44.7,50.9,偏空震荡,34.99,40.01,高风险
3240,600843.SH,上工申贝,49.3,48.4,50.0,49.6,偏空震荡,11.02,11.26,中等风险
3241,002251.SZ,步步高,49.3,50.9,54.2,39.9,震荡整理,4.79,5.05,中等风险
3242,002462.SZ,嘉事堂,49.3,45.5,54.2,48.5,震荡整理,14.80,16.16,中等风险
3243,002570.SZ,贝因美,49.3,56.8,44.4,44.2,偏空震荡,6.07,6.10,低风险
3244,300448.SZ,浩云科技,49.3,35.5,65.0,49.3,偏多震荡,9.25,10.41,高风险
3245,603012.SH,创力集团,49.3,45.2,56.1,46.2,偏空震荡,7.72,8.50,高风险
3246,603358.SH,华达科技,49.3,60.2,42.5,41.4,偏空震荡,46.90,51.50,中等风险
3247,300671.SZ,富满微,49.3,42.8,57.9,47.5,震荡整理,43.62,54.68,高风险
